Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";8610723991;Taip;0;3;0;3
2;Aitvaras;"VIJURKAI (ALERG.)";82386048619;Taip;0;5;4;9
3;Aitvaras;"VIJURKAI (ALERG.)";86008218554;Taip;5;1;0;6
4;Aitvaras;"VIJURKAI (ALERG.)";9065712699;Taip;0;7;0;7
5;Aitvaras;"VIJURKAI (ALERG.)";63345306760;Taip;2;0;0;2
6;Aitvaras;"VIJURKAI (ALERG.)";84623684490;Taip;0;1;0;1
7;Aitvaras;"VIJURKAI (ALERG.)";16402806518;Taip;0;0;1;1
8;Aitvaras;"VIJURKAI (ALERG.)";74266054705;Taip;0;0;1;1
9;Aitvaras;"VIJURKAI (ALERG.)";40455080945;Taip;0;9;0;9
10;Aitvaras;"VIJURKAI (ALERG.)";1156348512;Taip;4;1;0;5
11;Aitvaras;"VIJURKAI (ALERG.)";3724722474;Taip;0;4;0;4
12;Aitvaras;"VIJURKAI (ALERG.)";15430509460;Taip;7;5;0;12
13;Aitvaras;"VIJURKAI (ALERG.)";1795308718;Taip;16;1;0;17
14;Aitvaras;"VIJURKAI (ALERG.)";1130945040;Taip;0;5;0;5
15;Aitvaras;"VIJURKAI (ALERG.)";33729670803;Taip;0;5;1;6
16;Aitvaras;"SMALSUČIAI (ALERG.)";1396233353;Taip;0;11;0;11
17;Aitvaras;"SMALSUČIAI (ALERG.)";7062437676;Taip;2;2;0;4
18;Aitvaras;"SMALSUČIAI (ALERG.)";19974574043;Taip;2;2;0;4
19;Aitvaras;"SMALSUČIAI (ALERG.)";8756767379;Taip;5;0;0;5
20;Aitvaras;"SMALSUČIAI (ALERG.)";28583194438;Taip;0;6;0;6
21;Aitvaras;"SMALSUČIAI (ALERG.)";23092799474;Taip;0;6;0;6
22;Aitvaras;"SMALSUČIAI (ALERG.)";1286577536;Taip;5;0;1;6
23;Aitvaras;"SMALSUČIAI (ALERG.)";63572158244;Taip;0;4;0;4
24;Aitvaras;"SMALSUČIAI (ALERG.)";2259914595;Taip;4;1;0;5
25;Aitvaras;"SMALSUČIAI (ALERG.)";65184449922;Taip;11;0;1;12
26;Aitvaras;"SMALSUČIAI (ALERG.)";35989222658;Taip;0;5;0;5
27;Aitvaras;"SMALSUČIAI (ALERG.)";38025877986;Taip;5;7;1;13
28;Aitvaras;"SMALSUČIAI (ALERG.)";2758970705;Taip;0;2;1;3
29;Aitvaras;"SMALSUČIAI (ALERG.)";64844875547;Taip;0;7;0;7
30;Aitvaras;"SMALSUČIAI (ALERG.)";909566870;Taip;0;6;0;6
31;Aitvaras;"SMALSUČIAI (ALERG.)";40103691282;Taip;0;1;0;1
32;Aitvaras;"SMALSUČIAI (ALERG.)";91112093978;Taip;0;7;0;7
33;Aitvaras;PADAUŽIUKAI;891634233;Taip;7;8;0;15
34;Aitvaras;PADAUŽIUKAI;37239090522;Taip;5;0;1;6
35;Aitvaras;PADAUŽIUKAI;51360850840;Taip;5;1;3;9
36;Aitvaras;PADAUŽIUKAI;8487865580;Taip;6;14;0;20
37;Aitvaras;PADAUŽIUKAI;83870816281;Taip;0;5;0;5
38;Aitvaras;PADAUŽIUKAI;18199282002;Taip;2;0;3;5
39;Aitvaras;PADAUŽIUKAI;98187921839;Taip;10;5;0;15
40;Aitvaras;PADAUŽIUKAI;76493460153;Taip;0;6;0;6
41;Aitvaras;PADAUŽIUKAI;23252314829;Taip;0;0;1;1
42;Aitvaras;PADAUŽIUKAI;2910005555;Taip;3;6;0;9
43;Aitvaras;PADAUŽIUKAI;18037655336;Taip;0;5;0;5
44;Aitvaras;PADAUŽIUKAI;7240754055;Taip;0;6;0;6
45;Aitvaras;PADAUŽIUKAI;44035041676;Taip;0;5;0;5
46;Aitvaras;PADAUŽIUKAI;53743278288;Taip;0;1;1;2
47;Aitvaras;PADAUŽIUKAI;80728374682;Taip;0;0;1;1
48;Aitvaras;PADAUŽIUKAI;57489495125;Taip;0;2;0;2
49;Aitvaras;PADAUŽIUKAI;22518124043;Taip;0;0;4;4
50;Aitvaras;PADAUŽIUKAI;86739069318;Taip;0;1;0;1
51;Aitvaras;PADAUŽIUKAI;33594031405;Taip;8;1;0;9
52;Aitvaras;"AITVARIUKAI (ALERG.)";37391225613;Taip;3;5;0;8
53;Aitvaras;"AITVARIUKAI (ALERG.)";76280361479;Taip;0;7;2;9
54;Aitvaras;"AITVARIUKAI (ALERG.)";36359228257;Taip;10;5;0;15
55;Aitvaras;"AITVARIUKAI (ALERG.)";2674192321;Taip;13;0;0;13
56;Aitvaras;"AITVARIUKAI (ALERG.)";13670186807;Taip;20;0;0;20
57;Aitvaras;"AITVARIUKAI (ALERG.)";31074942686;Taip;10;6;0;16
58;Aitvaras;"AITVARIUKAI (ALERG.)";12962784212;Ne;5;6;0;11
59;Aitvaras;"AITVARIUKAI (ALERG.)";1542575012;Taip;15;1;0;16
60;Aitvaras;"AITVARIUKAI (ALERG.)";1223627682;Taip;10;0;0;10
61;Aitvaras;"AITVARIUKAI (ALERG.)";3471031093;Taip;10;3;0;13
62;Aitvaras;"AITVARIUKAI (ALERG.)";9810370596;Taip;8;0;1;9
63;Aitvaras;"AITVARIUKAI (ALERG.)";34735287315;Taip;11;4;1;16
64;Aitvaras;"AITVARIUKAI (ALERG.)";4833313373;Taip;0;5;0;5
65;Aitvaras;"AITVARIUKAI (ALERG.)";84919478493;Taip;15;0;0;15
66;Aitvaras;"AITVARIUKAI (ALERG.)";9745864667;Taip;0;17;0;17
67;Aitvaras;"AITVARIUKAI (ALERG.)";5389627560;Taip;5;0;0;5
68;Aitvaras;"AITVARIUKAI (ALERG.)";5956333024;Taip;3;1;0;4
69;Aitvaras;"AITVARIUKAI (ALERG.)";1636794584;Taip;15;1;0;16
70;Aitvaras;"AITVARIUKAI (ALERG.)";2953536545;Taip;9;6;0;15
71;Aitvaras;"AITVARIUKAI (ALERG.)";3535659630;Taip;10;2;0;12
72;Aitvaras;"AITVARIUKAI (ALERG.)";3488467265;Taip;0;3;0;3
73;Aitvaras;"AITVARIUKAI (ALERG.)";2566375128;Taip;5;0;0;5
74;Aitvaras;"AITVARIUKAI (ALERG.)";6356432078;Taip;11;0;0;11
75;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";1019661577;Taip;0;5;0;5
76;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";55369747065;Taip;5;0;2;7
77;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5204534227;Taip;0;0;1;1
78;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";89623351867;Taip;0;0;1;1
79;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";837021325;Taip;0;3;0;3
80;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";1207249857;Taip;3;7;1;11
81;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";30174058452;Taip;2;1;0;3
82;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";24247118884;Taip;0;1;0;1
