Nr.;"Vaiko identifikacinis Nr.";"Vaiko gimimo data";"Prašymo pateikimo data";"Vaiko priėmimo į grupę data";"Priskirtas į įstaigą";"Registruotas mieste";"Atitinka priskirta teritorija";"Vaiko seniūnija";"Sutartis pasirašyta";"Grupės pavadinimas";"Grupės ugdomoji kalba";"Grupės ugdymo metodika";"Grupės tipas";"Grupės amžiaus intervalas";"Darželio pavadinimas";"Darželio seniūnija";"Iš eilės/be eilės";"Laukia eilėje, laukia pakeisti darželį"
12791;5568838550;;;2017-09-01;2017-05-31;Taip;Taip;Senamiesčio;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12792;2553444832;;;2017-01-18;2017-01-16;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12793;2509111066;;;2017-10-02;2017-05-23;Taip;Taip;Verkių;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12794;8902047615;;;2017-09-01;2017-05-31;Taip;Taip;Senamiesčio;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12795;3483639540;;;2017-09-01;2017-07-07;Taip;Taip;Verkių;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12796;5802582694;;;2017-09-01;2017-05-23;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12797;9883505094;;;2017-09-01;2017-08-16;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12798;7438923710;;;2017-09-01;2017-05-31;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12799;7689524787;;;2019-09-01;2019-04-22;Taip;Taip;Pilaitės;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12800;1133655729;;;2019-09-01;2019-06-12;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12801;1240222214;;;2018-09-01;2018-04-23;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12802;6414064067;;;2018-09-01;2018-04-20;Taip;Taip;Šeškinės;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12803;8933840402;;;2018-09-01;2018-04-21;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12804;1439408620;;;2018-09-03;2018-04-20;Taip;Taip;Pašilaičių;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Taip
12805;4449613959;;;2018-09-01;2018-04-23;Taip;Taip;Naujamiesčio;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12806;3125802067;;;2018-09-01;2018-04-21;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12807;1508282873;;;2018-09-01;2018-04-21;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12808;5670094788;;;2018-09-01;2018-04-20;Taip;Taip;Verkių;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12809;5264481173;;;2018-09-01;2018-04-19;Taip;Taip;Pilaitės;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12810;5038740377;;;2018-04-03;2018-03-29;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12811;2744665477;;;2017-09-01;2017-05-31;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12812;3193163412;;;2020-09-01;2020-06-30;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12813;1698337394;;;2021-10-01;2021-04-21;Taip;Taip;Šnipiškių;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12814;9974622088;;;2020-09-01;2020-04-24;Ne;Ne;-;Taip;Prioritetui:broliai/seserys;;;"Nuo 8m.";2003-2008;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Taip
12815;2718421498;;;2016-09-01;2016-07-13;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12816;2861000826;;;2017-09-01;2017-05-30;Taip;Taip;Pilaitės;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12817;5501281051;;;2018-11-01;2018-11-01;Taip;Taip;Panerių;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12818;3882064516;;;2016-09-12;2016-05-12;Taip;Taip;Žirmūnų;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12819;9081582524;;;2016-09-12;2016-05-12;Taip;Taip;Žirmūnų;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12820;4526807309;;;2016-09-01;2016-06-02;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12821;2135996648;;;2019-09-01;2019-08-01;Ne;Ne;-;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12822;7787646910;;;2016-09-01;2016-09-01;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12823;6110878898;;;2018-10-08;2018-09-26;Taip;Taip;Pilaitės;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12824;8803766149;;;2017-09-01;2017-05-18;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12825;8462742834;;;2017-09-01;2017-05-29;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12826;8218331977;;;2016-09-01;2016-07-13;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12827;6962705842;;;2017-09-01;2017-05-30;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12828;5508064424;;;2019-09-01;2019-04-18;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12829;4894478262;;;2020-09-01;2016-06-01;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12830;6544973632;;;2020-09-01;2020-07-02;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12831;8994102218;;;2020-09-01;2017-08-17;Taip;Taip;Pilaitės;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12832;7964828070;;;2017-09-01;2017-05-23;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12833;3682719098;;;2017-12-01;2017-11-20;Taip;Taip;Pilaitės;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12834;8845728723;;;2017-09-01;2017-05-31;Taip;Taip;Pašilaičių;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12835;9465619945;;;2017-09-01;2017-05-23;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12836;4603625624;;;2017-09-01;2017-05-23;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12837;5488832089;;;2018-09-01;2018-04-21;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12838;4962270317;;;2017-09-01;2017-05-18;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12839;1517104634;;;2019-09-01;2017-12-29;Taip;Taip;Naujininkų;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12840;6318952845;;;2018-09-03;2018-04-23;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12841;8911046719;;;2019-09-01;2019-04-10;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12842;8668256321;;;2019-09-01;2019-04-10;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12843;4468698630;;;2018-09-01;2018-04-23;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12844;5748126562;;;2019-09-01;2019-06-18;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12845;9665045009;;;2019-09-01;2019-04-18;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12846;1318218735;;;2019-09-01;2019-04-19;Taip;Taip;Panerių;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12847;5723212271;;;2019-09-01;2019-06-10;Ne;Ne;-;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12848;6373114798;;;2019-09-01;2019-04-19;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12849;5876903525;;;2019-09-01;2019-06-12;Taip;Taip;Žvėryno;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12850;7745507151;;;2018-09-03;2018-04-23;Taip;Taip;Šnipiškių;Taip;PUMPURĖLIAI;;;"Nuo 3 iki 5 metų";2011-2012;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12851;7928027786;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12852;4750005431;;;2019-09-01;2019-08-28;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12853;7752614074;;;2019-09-01;2019-07-04;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12854;6859987855;;;2021-10-01;2021-04-21;Taip;Taip;Šnipiškių;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12855;5600286612;;;2020-09-14;2020-09-14;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12856;4622460398;;;2019-09-01;2019-04-19;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12857;8434298557;;;2019-09-01;2019-04-18;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12858;1153852246;;;2019-09-01;2019-04-19;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12859;8326292760;;;2020-09-01;2020-04-22;Ne;Ne;-;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12860;5968364957;;;2020-09-01;2020-04-23;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12861;8858470170;;;2020-09-01;2020-06-30;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12862;4772936297;;;2020-09-01;2020-08-26;Taip;Taip;Rasų;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12863;9919106792;;;2019-09-01;2019-04-18;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12864;1701858125;;;2020-01-01;2020-04-22;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12865;5572026879;;;2019-10-01;2019-04-18;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12866;8491964781;;;2020-09-01;2020-04-22;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12867;3693904494;;;2020-09-01;2020-07-17;Taip;Taip;Viršuliškių;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12868;3754476113;;;2020-09-01;2020-05-07;Taip;Taip;Pašilaičių;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12869;8491201537;;;2020-09-01;2020-04-23;Taip;Taip;Žvėryno;Taip;"TREPSIUKAI (2018.09)";;;"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12870;1799112211;;;2021-09-01;2021-05-01;Taip;Taip;Žvėryno;Taip;"2021 PRIEŠMOKYKLINĖ";Lietuvių;"Alergiškų vaikų grupė";"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12871;8648508554;;;2021-09-01;2021-05-01;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12872;6362017556;;;2021-09-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12873;1904385193;;;2021-09-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12874;2864244845;;;2021-06-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12875;8371591849;;;2021-09-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12876;1457565992;;;2021-09-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12877;9742167472;;;2021-09-01;2021-05-02;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12878;6722086499;;;2021-09-01;2021-05-02;Taip;Taip;Pilaitės;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12879;5464426019;;;2021-09-01;2019-04-25;Taip;Taip;Žvėryno;Taip;"2021 PRIEŠMOKYKLINĖ";Lietuvių;"Alergiškų vaikų grupė";"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12880;3937121832;;;2021-09-01;2021-05-04;Taip;Taip;Žvėryno;Taip;"2021 PRIEŠMOKYKLINĖ";Lietuvių;"Alergiškų vaikų grupė";"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12881;1149492137;;;2021-01-01;2021-05-04;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12882;7096549812;;;2021-09-01;2021-05-04;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12883;4967568301;;;2021-09-01;2021-05-04;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12884;5415403616;;;2021-09-01;2021-05-05;Taip;Taip;Žvėryno;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12885;8674402349;;;2021-01-01;2021-05-05;Taip;Taip;Šnipiškių;Taip;"2021 TREPSIUKAI";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 1,5 iki 3 metų";2013-2014.5;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12886;9445055034;;;2021-12-31;2021-07-07;Taip;Taip;Žvėryno;"Sutartis nepasirašyta";"2021 PRIEŠMOKYKLINĖ";Lietuvių;"Alergiškų vaikų grupė";"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12887;3884068578;;;2015-11-09;2015-05-30;Taip;Taip;Pilaitės;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12888;1322912585;;;2015-09-14;2015-05-30;Taip;Taip;Karoliniškių;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12889;1983808547;;;2016-02-01;2015-08-28;Taip;Taip;Panerių;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12890;8600632097;;;2016-09-01;2016-05-31;Taip;Taip;Justiniškių;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12891;5487606214;;;2016-09-01;2016-05-31;Taip;Taip;Karoliniškių;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12892;5042538956;;;2016-09-01;2016-05-31;Taip;Taip;Lazdynų;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12893;6974263764;;;2016-12-01;2016-05-31;Taip;Taip;Pilaitės;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12894;2295251060;;;2016-09-01;2016-05-31;Taip;Taip;Pilaitės;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12895;3733786043;;;2016-09-01;2016-05-31;Taip;Taip;Pilaitės;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12896;4979657165;;;2016-09-01;2016-05-31;Taip;Taip;Rasų;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12897;2809458453;;;2016-09-01;2016-06-01;Taip;Taip;Karoliniškių;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12898;7260767942;;;2016-09-01;2016-06-01;Taip;Taip;Antakalnio;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12899;6265489540;;;2016-09-01;2016-06-01;Taip;Taip;Pilaitės;Taip;KAČIUKAI;;;"Nuo 5 iki 7 metų";2009-2010;Raktelis;Karoliniškių;"be eilės";Ne
12900;2731096860;;;2016-09-01;2016-06-01;Taip;Taip;Pilaitės;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12901;8146076115;;;2016-09-01;2016-07-13;Taip;Taip;Karoliniškių;Taip;PELĖDŽIUKAI;;;"Nuo 4 iki 7 metų";2009-2011;Raktelis;Karoliniškių;"be eilės";Ne
12902;1314972335;;;2017-09-01;2017-05-24;Ne;Ne;-;Taip;LAŠIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 5 iki 6 metų";2010-2010;Raktelis;Karoliniškių;"be eilės";Ne
12903;5913060415;;;2017-09-01;2017-05-24;Taip;Taip;Karoliniškių;Taip;BITUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;Raktelis;Karoliniškių;"be eilės";Ne
12904;4962251215;;;2017-09-19;2017-05-24;Taip;Taip;Lazdynų;Taip;BITUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;Raktelis;Karoliniškių;"be eilės";Ne
12905;9164539135;;;2017-09-01;2017-05-24;Taip;Taip;Lazdynų;Taip;NYKŠTUKAI;;;"Nuo 4 iki 5 metų";2011-2011;Raktelis;Karoliniškių;"be eilės";Ne
