Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;0;12;12
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;1;0;1
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;2;0;2
4;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Ne;0;5;0;5
5;Aitvaras;"VIJURKAI (ALERG.)";1532588441;Ne;4;1;0;5
6;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;4;0;0;4
7;Aitvaras;"VIJURKAI (ALERG.)";1347364985;Ne;0;0;3;3
8;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Ne;16;0;0;16
9;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;8;3;0;11
10;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Ne;0;6;0;6
11;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;4;2;0;6
12;Aitvaras;"VIJURKAI (ALERG.)";4426643908;Ne;4;0;0;4
13;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;7;0;0;7
14;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Ne;5;0;0;5
15;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;6;2;0;8
16;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Ne;2;4;0;6
17;Aitvaras;"SMALSUČIAI (ALERG.)";4868552034;Ne;0;11;0;11
18;Aitvaras;"SMALSUČIAI (ALERG.)";4480921300;Ne;0;0;1;1
19;Aitvaras;"SMALSUČIAI (ALERG.)";1019661577;Ne;0;6;0;6
20;Aitvaras;"SMALSUČIAI (ALERG.)";5425259260;Ne;0;4;0;4
21;Aitvaras;"SMALSUČIAI (ALERG.)";6201118021;Ne;10;4;0;14
22;Aitvaras;"SMALSUČIAI (ALERG.)";5750154036;Ne;0;6;0;6
23;Aitvaras;"SMALSUČIAI (ALERG.)";1275561645;Ne;3;2;0;5
24;Aitvaras;"SMALSUČIAI (ALERG.)";6084096300;Ne;0;6;0;6
25;Aitvaras;"SMALSUČIAI (ALERG.)";2004112424;Ne;3;6;0;9
26;Aitvaras;"SMALSUČIAI (ALERG.)";5330618557;Ne;0;6;0;6
27;Aitvaras;"SMALSUČIAI (ALERG.)";3488467265;Ne;0;6;2;8
28;Aitvaras;"SMALSUČIAI (ALERG.)";9745864667;Ne;0;2;0;2
29;Aitvaras;"SMALSUČIAI (ALERG.)";9810370596;Ne;0;2;0;2
30;Aitvaras;"SMALSUČIAI (ALERG.)";1954364886;Ne;0;1;0;1
31;Aitvaras;"SMALSUČIAI (ALERG.)";3535659630;Ne;0;0;3;3
32;Aitvaras;"SMALSUČIAI (ALERG.)";4833313373;Ne;0;0;1;1
33;Aitvaras;"SMALSUČIAI (ALERG.)";24247118884;Ne;0;2;0;2
34;Aitvaras;"SMALSUČIAI (ALERG.)";5504431748;Ne;4;0;1;5
35;Aitvaras;"SMALSUČIAI (ALERG.)";5389627560;Ne;9;2;0;11
36;Aitvaras;"SMALSUČIAI (ALERG.)";2953536545;Ne;0;1;0;1
37;Aitvaras;"SMALSUČIAI (ALERG.)";1636794584;Ne;0;4;0;4
38;Aitvaras;"SMALSUČIAI (ALERG.)";5956333024;Ne;0;1;0;1
39;Aitvaras;"SMALSUČIAI (ALERG.)";5595233402;Ne;0;1;1;2
40;Aitvaras;PADAUŽIUKAI;1494094426;Ne;0;4;0;4
41;Aitvaras;PADAUŽIUKAI;9332771711;Ne;0;2;0;2
42;Aitvaras;PADAUŽIUKAI;6550426644;Ne;6;11;0;17
43;Aitvaras;PADAUŽIUKAI;5818794912;Ne;0;1;0;1
44;Aitvaras;PADAUŽIUKAI;58780461337;Ne;0;4;3;7
45;Aitvaras;PADAUŽIUKAI;2034293999;Ne;21;0;0;21
46;Aitvaras;PADAUŽIUKAI;1116271183;Ne;0;1;0;1
47;Aitvaras;PADAUŽIUKAI;44046627149;Ne;5;0;0;5
48;Aitvaras;PADAUŽIUKAI;43711349817;Ne;9;0;1;10
49;Aitvaras;PADAUŽIUKAI;2804106417;Ne;0;7;0;7
50;Aitvaras;PADAUŽIUKAI;1996524718;Ne;5;4;0;9
51;Aitvaras;PADAUŽIUKAI;7469656671;Ne;0;5;0;5
52;Aitvaras;PADAUŽIUKAI;2408952971;Ne;2;2;0;4
53;Aitvaras;PADAUŽIUKAI;47875842134;Ne;0;4;2;6
54;Aitvaras;PADAUŽIUKAI;40799643122;Ne;0;2;0;2
55;Aitvaras;PADAUŽIUKAI;9015675095;Ne;2;4;0;6
56;Aitvaras;PADAUŽIUKAI;8503279655;Ne;0;3;3;6
57;Aitvaras;PADAUŽIUKAI;8121858940;Ne;5;0;0;5
58;Aitvaras;"AITVARIUKAI (ALERG.)";3639102842;Ne;0;7;0;7
59;Aitvaras;"AITVARIUKAI (ALERG.)";7243387750;Ne;0;12;0;12
60;Aitvaras;"AITVARIUKAI (ALERG.)";6587437949;Ne;0;3;0;3
61;Aitvaras;"AITVARIUKAI (ALERG.)";7461284958;Ne;0;2;0;2
62;Aitvaras;"AITVARIUKAI (ALERG.)";3394251305;Ne;0;3;0;3
63;Aitvaras;"AITVARIUKAI (ALERG.)";6459307767;Ne;8;2;0;10
64;Aitvaras;"AITVARIUKAI (ALERG.)";5635576679;Ne;0;7;0;7
65;Aitvaras;"AITVARIUKAI (ALERG.)";7988247429;Ne;3;1;0;4
66;Aitvaras;"AITVARIUKAI (ALERG.)";8770777328;Ne;9;3;0;12
67;Aitvaras;"AITVARIUKAI (ALERG.)";3653879553;Ne;0;6;0;6
68;Aitvaras;"AITVARIUKAI (ALERG.)";9721273154;Ne;3;0;1;4
69;Aitvaras;"AITVARIUKAI (ALERG.)";5103105065;Ne;24;0;0;24
70;Aitvaras;"AITVARIUKAI (ALERG.)";8543644000;Ne;0;1;0;1
71;Aitvaras;"AITVARIUKAI (ALERG.)";1859647003;Ne;14;0;0;14
72;Aitvaras;"AITVARIUKAI (ALERG.)";4204923580;Ne;0;1;0;1
73;Aitvaras;"AITVARIUKAI (ALERG.)";4777266938;Ne;9;5;0;14
74;Aitvaras;"AITVARIUKAI (ALERG.)";7568388141;Ne;8;9;0;17
75;Aitvaras;"AITVARIUKAI (ALERG.)";3954840915;Ne;0;7;0;7
76;Aitvaras;"AITVARIUKAI (ALERG.)";2146963673;Ne;16;0;0;16
77;Aitvaras;"AITVARIUKAI (ALERG.)";9763502346;Ne;12;2;0;14
78;Aitvaras;"AITVARIUKAI (ALERG.)";9228736015;Ne;4;3;0;7
79;Aitvaras;"AITVARIUKAI (ALERG.)";3775634117;Ne;0;1;0;1
80;Aitvaras;"AITVARIUKAI (ALERG.)";2615576367;Ne;10;0;0;10
81;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5619137905;Ne;0;3;0;3
82;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";4106097701;Ne;0;6;0;6
83;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2184231202;Ne;13;0;1;14
84;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2478737835;Ne;8;1;5;14
85;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";1136438927;Ne;5;2;1;8
86;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";8137900398;Ne;0;2;1;3
87;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9147954612;Ne;7;0;2;9
88;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2511844613;Ne;17;0;0;17
89;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";7907357058;Ne;10;0;0;10
90;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9534206000;Ne;12;3;0;15
91;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";3737054758;Ne;12;1;0;13
