Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;12;0;12
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;1;0;1
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;12;0;12
4;Aitvaras;"VIJURKAI (ALERG.)";1532588441;Ne;0;1;0;1
5;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;0;1;0;1
6;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;0;14;0;14
7;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;0;7;0;7
8;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;0;8;0;8
9;Aitvaras;"VIJURKAI (ALERG.)";2895663259;Ne;0;7;0;7
10;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Ne;0;5;0;5
11;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;0;7;0;7
12;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Ne;0;7;0;7
13;Aitvaras;"VIJURKAI (ALERG.)";9807784148;Ne;0;1;0;1
14;Aitvaras;"VIJURKAI (ALERG.)";5619137905;Ne;0;9;0;9
15;Aitvaras;"SMALSUČIAI (ALERG.)";7109001184;Ne;0;1;0;1
16;Aitvaras;"SMALSUČIAI (ALERG.)";4114397590;Ne;0;5;0;5
17;Aitvaras;"SMALSUČIAI (ALERG.)";2357399981;Ne;0;9;0;9
18;Aitvaras;"SMALSUČIAI (ALERG.)";2760970218;Ne;0;9;0;9
19;Aitvaras;"SMALSUČIAI (ALERG.)";5378212904;Ne;0;9;0;9
20;Aitvaras;"SMALSUČIAI (ALERG.)";5238819066;Ne;0;2;0;2
21;Aitvaras;"SMALSUČIAI (ALERG.)";3655710511;Ne;0;7;0;7
22;Aitvaras;"SMALSUČIAI (ALERG.)";7260577885;Ne;0;7;0;7
23;Aitvaras;"SMALSUČIAI (ALERG.)";4612994715;Ne;0;2;0;2
24;Aitvaras;"SMALSUČIAI (ALERG.)";9885781306;Ne;0;5;0;5
25;Aitvaras;"SMALSUČIAI (ALERG.)";1115202169;Taip;0;2;0;2
26;Aitvaras;"SMALSUČIAI (ALERG.)";1599183050;Ne;0;4;0;4
27;Aitvaras;PADAUŽIUKAI;3101015381;Ne;0;13;0;13
28;Aitvaras;PADAUŽIUKAI;7777235021;Ne;0;9;0;9
29;Aitvaras;PADAUŽIUKAI;3178965623;Ne;0;11;0;11
30;Aitvaras;PADAUŽIUKAI;5905456814;Ne;0;6;0;6
31;Aitvaras;PADAUŽIUKAI;6739827530;Ne;0;13;0;13
