Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;0;5;5
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;2;0;2
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;2;0;2
4;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Ne;0;3;0;3
5;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;9;0;1;10
6;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Ne;15;1;0;16
7;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;6;3;0;9
8;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Ne;0;2;0;2
9;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;1;1;0;2
10;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;0;1;0;1
11;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;6;0;0;6
12;Aitvaras;"SMALSUČIAI (ALERG.)";6166757095;Ne;6;0;2;8
13;Aitvaras;"SMALSUČIAI (ALERG.)";4480921300;Ne;6;0;0;6
14;Aitvaras;"SMALSUČIAI (ALERG.)";1019661577;Ne;5;0;0;5
15;Aitvaras;"SMALSUČIAI (ALERG.)";6201118021;Ne;7;0;1;8
16;Aitvaras;"SMALSUČIAI (ALERG.)";5750154036;Ne;1;1;0;2
17;Aitvaras;"SMALSUČIAI (ALERG.)";1275561645;Ne;1;0;0;1
18;Aitvaras;"SMALSUČIAI (ALERG.)";2004112424;Ne;4;1;0;5
19;Aitvaras;"SMALSUČIAI (ALERG.)";5330618557;Ne;7;0;0;7
20;Aitvaras;"SMALSUČIAI (ALERG.)";3488467265;Ne;0;2;0;2
21;Aitvaras;"SMALSUČIAI (ALERG.)";9745864667;Ne;4;1;0;5
22;Aitvaras;"SMALSUČIAI (ALERG.)";9810370596;Ne;0;1;0;1
23;Aitvaras;"SMALSUČIAI (ALERG.)";3535659630;Ne;0;3;1;4
24;Aitvaras;"SMALSUČIAI (ALERG.)";4833313373;Ne;4;0;1;5
25;Aitvaras;"SMALSUČIAI (ALERG.)";24247118884;Ne;0;4;0;4
26;Aitvaras;"SMALSUČIAI (ALERG.)";5504431748;Ne;4;0;0;4
27;Aitvaras;"SMALSUČIAI (ALERG.)";5389627560;Ne;0;2;7;9
28;Aitvaras;"SMALSUČIAI (ALERG.)";1636794584;Ne;0;3;0;3
29;Aitvaras;"SMALSUČIAI (ALERG.)";5956333024;Ne;0;2;0;2
30;Aitvaras;"SMALSUČIAI (ALERG.)";5595233402;Ne;6;0;3;9
31;Aitvaras;PADAUŽIUKAI;9332771711;Ne;8;0;0;8
32;Aitvaras;PADAUŽIUKAI;6550426644;Ne;5;7;0;12
33;Aitvaras;PADAUŽIUKAI;5818794912;Ne;0;2;0;2
34;Aitvaras;PADAUŽIUKAI;58780461337;Ne;0;0;4;4
35;Aitvaras;PADAUŽIUKAI;2034293999;Ne;20;0;0;20
36;Aitvaras;PADAUŽIUKAI;43711349817;Ne;4;0;1;5
37;Aitvaras;PADAUŽIUKAI;2804106417;Ne;0;5;0;5
38;Aitvaras;PADAUŽIUKAI;2711888522;Ne;0;5;0;5
39;Aitvaras;PADAUŽIUKAI;1996524718;Ne;0;2;0;2
40;Aitvaras;PADAUŽIUKAI;4110585744;Ne;0;7;0;7
41;Aitvaras;PADAUŽIUKAI;2330782717;Ne;9;0;0;9
42;Aitvaras;PADAUŽIUKAI;40799643122;Ne;3;2;0;5
43;Aitvaras;PADAUŽIUKAI;9015675095;Ne;7;0;0;7
44;Aitvaras;PADAUŽIUKAI;8503279655;Ne;0;1;0;1
45;Aitvaras;PADAUŽIUKAI;8121858940;Ne;9;0;1;10
46;Aitvaras;"AITVARIUKAI (ALERG.)";7243387750;Ne;12;3;0;15
47;Aitvaras;"AITVARIUKAI (ALERG.)";6587437949;Ne;0;3;0;3
48;Aitvaras;"AITVARIUKAI (ALERG.)";7461284958;Ne;4;1;0;5
49;Aitvaras;"AITVARIUKAI (ALERG.)";3394251305;Ne;2;1;0;3
50;Aitvaras;"AITVARIUKAI (ALERG.)";6459307767;Ne;1;1;0;2
51;Aitvaras;"AITVARIUKAI (ALERG.)";5635576679;Ne;6;1;0;7
52;Aitvaras;"AITVARIUKAI (ALERG.)";7988247429;Ne;0;2;3;5
53;Aitvaras;"AITVARIUKAI (ALERG.)";8770777328;Ne;0;3;0;3
