Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;10;0;10
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;4;0;4
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;13;0;13
4;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Ne;0;21;0;21
5;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;0;1;0;1
6;Aitvaras;"VIJURKAI (ALERG.)";1347364985;Ne;0;21;0;21
7;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Ne;0;21;0;21
8;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;0;21;0;21
9;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Ne;0;21;0;21
10;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;0;19;0;19
11;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;0;11;0;11
12;Aitvaras;"VIJURKAI (ALERG.)";2895663259;Ne;0;21;0;21
13;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Ne;0;3;0;3
14;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;0;21;0;21
15;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Ne;0;12;0;12
16;Aitvaras;PADAUŽIUKAI;1494094426;Ne;0;21;0;21
17;Aitvaras;PADAUŽIUKAI;2330782717;Ne;0;1;0;1
18;Aitvaras;PADAUŽIUKAI;8121858940;Ne;0;10;0;10
19;Aitvaras;"AITVARIUKAI (ALERG.)";3639102842;Ne;0;18;0;18
20;Aitvaras;"AITVARIUKAI (ALERG.)";7243387750;Ne;0;6;0;6
21;Aitvaras;"AITVARIUKAI (ALERG.)";6587437949;Ne;0;11;0;11
22;Aitvaras;"AITVARIUKAI (ALERG.)";7461284958;Ne;0;20;0;20
23;Aitvaras;"AITVARIUKAI (ALERG.)";3394251305;Ne;0;7;0;7
24;Aitvaras;"AITVARIUKAI (ALERG.)";6459307767;Ne;0;4;0;4
25;Aitvaras;"AITVARIUKAI (ALERG.)";5635576679;Ne;0;17;0;17
26;Aitvaras;"AITVARIUKAI (ALERG.)";7988247429;Ne;0;15;0;15
27;Aitvaras;"AITVARIUKAI (ALERG.)";8770777328;Ne;0;6;0;6
28;Aitvaras;"AITVARIUKAI (ALERG.)";3653879553;Ne;0;14;0;14
29;Aitvaras;"AITVARIUKAI (ALERG.)";9721273154;Ne;0;17;0;17
30;Aitvaras;"AITVARIUKAI (ALERG.)";5103105065;Ne;0;16;0;16
31;Aitvaras;"AITVARIUKAI (ALERG.)";8543644000;Ne;0;6;0;6
32;Aitvaras;"AITVARIUKAI (ALERG.)";1859647003;Ne;0;2;0;2
33;Aitvaras;"AITVARIUKAI (ALERG.)";4204923580;Ne;0;21;0;21
34;Aitvaras;"AITVARIUKAI (ALERG.)";4777266938;Ne;0;21;0;21
35;Aitvaras;"AITVARIUKAI (ALERG.)";7568388141;Ne;0;12;0;12
36;Aitvaras;"AITVARIUKAI (ALERG.)";3954840915;Ne;0;10;0;10
37;Aitvaras;"AITVARIUKAI (ALERG.)";2146963673;Ne;0;21;0;21
38;Aitvaras;"AITVARIUKAI (ALERG.)";9763502346;Ne;0;12;0;12
39;Aitvaras;"AITVARIUKAI (ALERG.)";9228736015;Ne;0;4;0;4
40;Aitvaras;"AITVARIUKAI (ALERG.)";3775634117;Ne;0;4;0;4
41;Aitvaras;"AITVARIUKAI (ALERG.)";2615576367;Ne;0;15;0;15
42;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5711324951;Ne;0;13;0;13
43;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5619137905;Ne;0;21;0;21
44;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";4106097701;Ne;0;21;0;21
45;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9659883026;Ne;0;3;0;3
46;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2184231202;Ne;0;10;0;10
47;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2478737835;Ne;0;11;0;11
48;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";1136438927;Ne;0;11;0;11
49;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";8137900398;Ne;0;15;0;15
50;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9147954612;Ne;0;2;0;2
51;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2511844613;Ne;0;3;0;3
52;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";7907357058;Ne;0;11;0;11
53;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9534206000;Ne;0;4;0;4
54;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";3737054758;Ne;0;21;0;21
55;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";4646876966;Ne;0;21;0;21
56;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9271534775;Ne;0;9;0;9
57;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";8849563638;Ne;0;13;0;13
58;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";6950820937;Ne;0;8;0;8
59;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5283056036;Ne;0;4;0;4
60;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5252728205;Ne;0;11;0;11
61;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2744696131;Ne;0;21;0;21
62;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2373509019;Ne;0;14;0;14
63;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2624566766;Ne;0;11;0;11
64;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";3677551059;Ne;0;16;0;16
65;Aitvaras;"ŽEMYNUKAI (ALERG.)";8567255042;Ne;0;7;0;7
66;Aitvaras;"ŽEMYNUKAI (ALERG.)";6218019092;Ne;0;9;0;9
67;Aitvaras;"ŽEMYNUKAI (ALERG.)";7560642918;Ne;0;23;0;23
68;Aitvaras;"ŽEMYNUKAI (ALERG.)";3820930777;Ne;10;21;0;31
69;Aitvaras;"ŽEMYNUKAI (ALERG.)";6624986090;Ne;8;17;0;25
70;Aitvaras;"ŽEMYNUKAI (ALERG.)";4733627644;Ne;0;14;0;14
71;Aitvaras;"ŽEMYNUKAI (ALERG.)";3104109370;Ne;0;21;1;22
72;Aitvaras;"ŽEMYNUKAI (ALERG.)";7853714142;Ne;2;21;0;23
73;Aitvaras;"ŽEMYNUKAI (ALERG.)";1949144346;Ne;0;16;0;16
74;Aitvaras;"ŽEMYNUKAI (ALERG.)";8641433486;Ne;0;17;0;17
75;Aitvaras;"ŽEMYNUKAI (ALERG.)";3961423273;Ne;0;12;0;12
76;Aitvaras;"ŽEMYNUKAI (ALERG.)";9947610763;Ne;0;2;0;2
77;Aitvaras;"ŽEMYNUKAI (ALERG.)";7113016866;Ne;0;12;0;12
78;Aitvaras;"ŽEMYNUKAI (ALERG.)";4377666052;Ne;0;23;1;24
79;Aitvaras;"ŽEMYNUKAI (ALERG.)";8333823078;Ne;0;14;0;14
