Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";8610723991;Taip;1;1;0;2
2;Aitvaras;"VIJURKAI (ALERG.)";82386048619;Taip;5;0;13;18
3;Aitvaras;"VIJURKAI (ALERG.)";86008218554;Taip;5;2;0;7
4;Aitvaras;"VIJURKAI (ALERG.)";44900473149;Taip;0;2;2;4
5;Aitvaras;"VIJURKAI (ALERG.)";9065712699;Taip;6;10;0;16
6;Aitvaras;"VIJURKAI (ALERG.)";63345306760;Ne;0;0;1;1
7;Aitvaras;"VIJURKAI (ALERG.)";84623684490;Taip;0;2;2;4
8;Aitvaras;"VIJURKAI (ALERG.)";16402806518;Taip;0;0;2;2
9;Aitvaras;"VIJURKAI (ALERG.)";74266054705;Taip;0;2;1;3
10;Aitvaras;"VIJURKAI (ALERG.)";40455080945;Taip;0;4;0;4
11;Aitvaras;"VIJURKAI (ALERG.)";1156348512;Taip;0;1;0;1
12;Aitvaras;"VIJURKAI (ALERG.)";3724722474;Taip;0;7;0;7
13;Aitvaras;"VIJURKAI (ALERG.)";15430509460;Taip;0;2;5;7
14;Aitvaras;"VIJURKAI (ALERG.)";1795308718;Taip;0;2;0;2
15;Aitvaras;"VIJURKAI (ALERG.)";1130945040;Taip;0;0;3;3
16;Aitvaras;"VIJURKAI (ALERG.)";1652249394;Taip;0;2;1;3
17;Aitvaras;"VIJURKAI (ALERG.)";33729670803;Taip;5;0;2;7
18;Aitvaras;"SMALSUČIAI (ALERG.)";1396233353;Taip;0;8;0;8
19;Aitvaras;"SMALSUČIAI (ALERG.)";7062437676;Taip;0;1;0;1
20;Aitvaras;"SMALSUČIAI (ALERG.)";19974574043;Taip;0;1;0;1
21;Aitvaras;"SMALSUČIAI (ALERG.)";8756767379;Taip;0;1;0;1
22;Aitvaras;"SMALSUČIAI (ALERG.)";28583194438;Taip;0;5;0;5
23;Aitvaras;"SMALSUČIAI (ALERG.)";23092799474;Taip;0;1;0;1
24;Aitvaras;"SMALSUČIAI (ALERG.)";1286577536;Taip;0;0;7;7
25;Aitvaras;"SMALSUČIAI (ALERG.)";63572158244;Taip;0;2;0;2
26;Aitvaras;"SMALSUČIAI (ALERG.)";2259914595;Taip;0;2;0;2
27;Aitvaras;"SMALSUČIAI (ALERG.)";33421843741;Taip;6;0;0;6
28;Aitvaras;"SMALSUČIAI (ALERG.)";56144623807;Taip;0;1;0;1
29;Aitvaras;"SMALSUČIAI (ALERG.)";35714998920;Taip;0;5;0;5
