Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";1877245088;Ne;5;9;0;14
2;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Taip;5;0;0;5
3;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Taip;0;2;0;2
4;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Taip;0;1;0;1
5;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Taip;8;3;0;11
6;Aitvaras;"VIJURKAI (ALERG.)";1532588441;Taip;0;3;0;3
7;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Taip;0;0;2;2
8;Aitvaras;"VIJURKAI (ALERG.)";1347364985;Taip;9;0;0;9
9;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Taip;12;5;0;17
10;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Taip;0;2;0;2
11;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Taip;6;3;0;9
12;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Taip;5;0;0;5
13;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Taip;0;1;0;1
14;Aitvaras;"VIJURKAI (ALERG.)";2895663259;Taip;8;0;0;8
15;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Taip;5;1;0;6
16;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Taip;9;1;0;10
17;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Taip;8;0;0;8
18;Aitvaras;"SMALSUČIAI (ALERG.)";4868552034;Taip;0;3;0;3
19;Aitvaras;"SMALSUČIAI (ALERG.)";6166757095;Taip;0;4;1;5
20;Aitvaras;"SMALSUČIAI (ALERG.)";4480921300;Taip;0;9;1;10
21;Aitvaras;"SMALSUČIAI (ALERG.)";1019661577;Taip;0;2;0;2
22;Aitvaras;"SMALSUČIAI (ALERG.)";5425259260;Taip;5;4;0;9
23;Aitvaras;"SMALSUČIAI (ALERG.)";6201118021;Taip;0;2;0;2
24;Aitvaras;"SMALSUČIAI (ALERG.)";5750154036;Taip;7;3;0;10
25;Aitvaras;"SMALSUČIAI (ALERG.)";1275561645;Taip;0;1;0;1
26;Aitvaras;"SMALSUČIAI (ALERG.)";6084096300;Taip;0;6;1;7
27;Aitvaras;"SMALSUČIAI (ALERG.)";2004112424;Taip;10;6;0;16
28;Aitvaras;"SMALSUČIAI (ALERG.)";5330618557;Taip;13;0;0;13
29;Aitvaras;"SMALSUČIAI (ALERG.)";3488467265;Taip;0;4;0;4
30;Aitvaras;"SMALSUČIAI (ALERG.)";9745864667;Taip;0;1;0;1
31;Aitvaras;"SMALSUČIAI (ALERG.)";3535659630;Taip;0;6;0;6
32;Aitvaras;"SMALSUČIAI (ALERG.)";4833313373;Taip;0;0;1;1
33;Aitvaras;"SMALSUČIAI (ALERG.)";24247118884;Taip;0;4;0;4
34;Aitvaras;"SMALSUČIAI (ALERG.)";5389627560;Ne;13;2;3;18
35;Aitvaras;"SMALSUČIAI (ALERG.)";1636794584;Ne;0;4;0;4
36;Aitvaras;"SMALSUČIAI (ALERG.)";5956333024;Taip;0;2;0;2
37;Aitvaras;PADAUŽIUKAI;1494094426;Taip;3;6;0;9
38;Aitvaras;PADAUŽIUKAI;9332771711;Taip;0;2;0;2
39;Aitvaras;PADAUŽIUKAI;6550426644;Taip;8;9;0;17
40;Aitvaras;PADAUŽIUKAI;5818794912;Taip;0;2;0;2
41;Aitvaras;PADAUŽIUKAI;58780461337;Ne;0;2;3;5
42;Aitvaras;PADAUŽIUKAI;2034293999;Taip;15;4;0;19
43;Aitvaras;PADAUŽIUKAI;1116271183;Taip;0;1;0;1
44;Aitvaras;PADAUŽIUKAI;44046627149;Taip;0;3;0;3
45;Aitvaras;PADAUŽIUKAI;2804106417;Taip;0;5;0;5
46;Aitvaras;PADAUŽIUKAI;2711888522;Taip;0;5;0;5
47;Aitvaras;PADAUŽIUKAI;1996524718;Taip;2;1;0;3
48;Aitvaras;PADAUŽIUKAI;4110585744;Taip;0;2;0;2
49;Aitvaras;PADAUŽIUKAI;7469656671;Taip;0;2;0;2
50;Aitvaras;PADAUŽIUKAI;2408952971;Taip;13;0;0;13
51;Aitvaras;PADAUŽIUKAI;47875842134;Taip;0;1;0;1
52;Aitvaras;PADAUŽIUKAI;40799643122;Taip;5;4;0;9
53;Aitvaras;PADAUŽIUKAI;9015675095;Taip;0;4;0;4
54;Aitvaras;PADAUŽIUKAI;8503279655;Taip;0;1;4;5
55;Aitvaras;PADAUŽIUKAI;8121858940;Ne;0;1;0;1
56;Aitvaras;"AITVARIUKAI (ALERG.)";3639102842;Taip;0;4;0;4
57;Aitvaras;"AITVARIUKAI (ALERG.)";7243387750;Taip;0;11;0;11
58;Aitvaras;"AITVARIUKAI (ALERG.)";6587437949;Taip;0;10;0;10
59;Aitvaras;"AITVARIUKAI (ALERG.)";7461284958;Taip;0;1;0;1
60;Aitvaras;"AITVARIUKAI (ALERG.)";3394251305;Taip;0;3;0;3
61;Aitvaras;"AITVARIUKAI (ALERG.)";6459307767;Taip;1;1;0;2
62;Aitvaras;"AITVARIUKAI (ALERG.)";5635576679;Taip;0;9;0;9
63;Aitvaras;"AITVARIUKAI (ALERG.)";7988247429;Taip;0;1;0;1
64;Aitvaras;"AITVARIUKAI (ALERG.)";8770777328;Taip;0;17;0;17
65;Aitvaras;"AITVARIUKAI (ALERG.)";3653879553;Taip;4;2;1;7
66;Aitvaras;"AITVARIUKAI (ALERG.)";9721273154;Taip;11;0;0;11
67;Aitvaras;"AITVARIUKAI (ALERG.)";5103105065;Taip;17;0;0;17
68;Aitvaras;"AITVARIUKAI (ALERG.)";1859647003;Taip;10;0;0;10
69;Aitvaras;"AITVARIUKAI (ALERG.)";4777266938;Taip;10;0;0;10
70;Aitvaras;"AITVARIUKAI (ALERG.)";7568388141;Taip;0;4;0;4
71;Aitvaras;"AITVARIUKAI (ALERG.)";3954840915;Taip;4;3;0;7
72;Aitvaras;"AITVARIUKAI (ALERG.)";2146963673;Taip;12;0;0;12
73;Aitvaras;"AITVARIUKAI (ALERG.)";9763502346;Taip;13;0;1;14
74;Aitvaras;"AITVARIUKAI (ALERG.)";9228736015;Taip;0;1;0;1
75;Aitvaras;"AITVARIUKAI (ALERG.)";3775634117;Taip;4;0;0;4
76;Aitvaras;"AITVARIUKAI (ALERG.)";2615576367;Ne;15;0;0;15
77;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5711324951;Taip;0;4;0;4
78;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5619137905;Taip;2;2;0;4
79;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";4106097701;Taip;0;2;0;2
80;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2184231202;Taip;0;6;0;6
81;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2478737835;Taip;0;0;8;8
82;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";1136438927;Taip;0;3;1;4
83;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";8137900398;Taip;4;1;0;5
84;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9147954612;Taip;0;6;0;6
85;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2511844613;Taip;10;1;0;11
86;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";7907357058;Taip;11;0;2;13
87;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9534206000;Taip;4;11;0;15
88;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";3737054758;Taip;16;0;0;16
89;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";9271534775;Taip;5;0;0;5
90;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";8849563638;Taip;0;4;0;4
91;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";6950820937;Taip;7;10;1;18
92;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5283056036;Taip;2;1;0;3
93;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";5252728205;Taip;5;0;0;5
94;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2744696131;Taip;3;10;0;13
95;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2373509019;Taip;11;0;4;15
96;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";2624566766;Taip;5;0;0;5
97;Aitvaras;"SAULĖS ZUIKUČIAI  (ALERG.)";3677551059;Taip;2;2;0;4
98;Aitvaras;"ŽEMYNUKAI (ALERG.)";8567255042;Ne;5;1;0;6
99;Aitvaras;"ŽEMYNUKAI (ALERG.)";6218019092;Taip;0;4;4;8
100;Aitvaras;"ŽEMYNUKAI (ALERG.)";7560642918;Taip;6;1;0;7
101;Aitvaras;"ŽEMYNUKAI (ALERG.)";3820930777;Taip;32;0;0;32
102;Aitvaras;"ŽEMYNUKAI (ALERG.)";6624986090;Taip;0;6;8;14
103;Aitvaras;"ŽEMYNUKAI (ALERG.)";4733627644;Taip;10;8;0;18
104;Aitvaras;"ŽEMYNUKAI (ALERG.)";3104109370;Taip;0;0;4;4
105;Aitvaras;"ŽEMYNUKAI (ALERG.)";7853714142;Taip;10;2;0;12
106;Aitvaras;"ŽEMYNUKAI (ALERG.)";1949144346;Taip;8;3;1;12
107;Aitvaras;"ŽEMYNUKAI (ALERG.)";8641433486;Taip;8;0;3;11
108;Aitvaras;"ŽEMYNUKAI (ALERG.)";9947610763;Taip;0;2;0;2
