Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";3923601422;Taip;0;12;0;12
2;Aitvaras;"VIJURKAI (ALERG.)";7745736525;Taip;0;5;0;5
3;Aitvaras;"VIJURKAI (ALERG.)";8300788433;Taip;0;22;0;22
4;Aitvaras;"VIJURKAI (ALERG.)";9209862610;Taip;0;3;0;3
5;Aitvaras;"VIJURKAI (ALERG.)";6191938291;Taip;0;14;0;14
6;Aitvaras;"VIJURKAI (ALERG.)";7006713502;Taip;0;6;0;6
7;Aitvaras;"VIJURKAI (ALERG.)";2975696317;Taip;0;9;0;9
8;Aitvaras;"VIJURKAI (ALERG.)";1131690624;Taip;0;17;0;17
9;Aitvaras;"VIJURKAI (ALERG.)";8352951885;Taip;0;22;0;22
10;Aitvaras;"VIJURKAI (ALERG.)";5255843693;Taip;0;4;0;4
11;Aitvaras;"VIJURKAI (ALERG.)";5593105541;Taip;0;10;0;10
12;Aitvaras;"VIJURKAI (ALERG.)";8963214183;Taip;0;11;0;11
13;Aitvaras;"VIJURKAI (ALERG.)";4371233140;Taip;0;2;0;2
14;Aitvaras;"VIJURKAI (ALERG.)";8458676611;Taip;0;17;0;17
15;Aitvaras;"VIJURKAI (ALERG.)";7744650973;Taip;0;3;0;3
16;Aitvaras;"VIJURKAI (ALERG.)";5252728205;Taip;0;3;0;3
17;Aitvaras;"VIJURKAI (ALERG.)";2373509019;Taip;0;8;0;8
18;Aitvaras;"VIJURKAI (ALERG.)";2624566766;Taip;0;10;0;10
19;Aitvaras;"VIJURKAI (ALERG.)";3677551059;Ne;0;5;0;5
20;Aitvaras;"SMALSUČIAI (ALERG.)";5283056036;Taip;0;15;0;15
21;Aitvaras;"SMALSUČIAI (ALERG.)";5635576679;Taip;0;3;0;3
22;Aitvaras;"SMALSUČIAI (ALERG.)";5623106419;Taip;0;8;0;8
23;Aitvaras;"SMALSUČIAI (ALERG.)";7988247429;Taip;0;11;0;11
24;Aitvaras;"SMALSUČIAI (ALERG.)";5351333397;Taip;0;1;0;1
25;Aitvaras;"SMALSUČIAI (ALERG.)";3635354769;Taip;0;16;0;16
26;Aitvaras;"SMALSUČIAI (ALERG.)";8333823078;Taip;0;12;0;12
27;Aitvaras;"SMALSUČIAI (ALERG.)";5102163688;Taip;0;13;0;13
28;Aitvaras;"SMALSUČIAI (ALERG.)";3653879553;Taip;0;3;0;3
29;Aitvaras;"SMALSUČIAI (ALERG.)";2344061847;Taip;0;1;0;1
30;Aitvaras;"SMALSUČIAI (ALERG.)";3851322849;Taip;0;12;0;12
31;Aitvaras;"SMALSUČIAI (ALERG.)";3491483644;Taip;0;1;0;1
32;Aitvaras;"SMALSUČIAI (ALERG.)";4089939292;Taip;0;9;0;9
33;Aitvaras;"SMALSUČIAI (ALERG.)";3961423273;Taip;0;1;0;1
34;Aitvaras;"SMALSUČIAI (ALERG.)";4954780185;Taip;0;5;0;5
35;Aitvaras;"SMALSUČIAI (ALERG.)";8606236205;Taip;0;1;0;1
36;Aitvaras;PADAUŽIUKAI;2871973045;Taip;0;15;0;15
37;Aitvaras;PADAUŽIUKAI;4613021421;Taip;0;2;0;2
38;Aitvaras;PADAUŽIUKAI;2887681961;Taip;0;13;0;13
39;Aitvaras;PADAUŽIUKAI;9218287162;Taip;0;2;0;2
40;Aitvaras;PADAUŽIUKAI;4760801928;Taip;0;14;0;14
41;Aitvaras;PADAUŽIUKAI;7181317805;Taip;0;4;0;4
42;Aitvaras;PADAUŽIUKAI;5093291829;Taip;0;15;0;15
43;Aitvaras;PADAUŽIUKAI;9965834233;Taip;0;3;0;3
44;Aitvaras;PADAUŽIUKAI;8746884740;Taip;0;6;0;6
45;Aitvaras;PADAUŽIUKAI;4163871634;Taip;0;13;0;13
46;Aitvaras;PADAUŽIUKAI;3988226974;Taip;0;13;0;13
47;Aitvaras;PADAUŽIUKAI;3741082567;Taip;0;19;0;19
48;Aitvaras;PADAUŽIUKAI;1070324386;Taip;0;2;0;2
49;Aitvaras;PADAUŽIUKAI;1599296739;Taip;0;19;0;19
50;Aitvaras;PADAUŽIUKAI;4987412561;Taip;0;11;0;11
51;Aitvaras;PADAUŽIUKAI;2239387580;Taip;0;7;0;7
52;Aitvaras;PADAUŽIUKAI;9949206639;Taip;0;9;0;9
53;Aitvaras;PADAUŽIUKAI;1132972254;Taip;0;13;0;13
54;Aitvaras;PADAUŽIUKAI;7029102540;Taip;0;8;0;8
55;Aitvaras;"AITVARIUKAI (ALERG.)";7888625455;Taip;0;8;0;8
56;Aitvaras;"AITVARIUKAI (ALERG.)";3807717922;Ne;0;17;0;17
57;Aitvaras;"AITVARIUKAI (ALERG.)";7195803669;Taip;0;4;0;4
58;Aitvaras;"AITVARIUKAI (ALERG.)";4417958878;Ne;0;12;0;12
59;Aitvaras;"AITVARIUKAI (ALERG.)";7522245822;Taip;0;16;0;16
60;Aitvaras;"AITVARIUKAI (ALERG.)";6097070659;Taip;0;12;0;12
61;Aitvaras;"AITVARIUKAI (ALERG.)";9917213159;Taip;0;18;0;18
62;Aitvaras;"AITVARIUKAI (ALERG.)";3354172367;Taip;0;12;0;12
63;Aitvaras;"AITVARIUKAI (ALERG.)";7980909927;Taip;0;3;0;3
64;Aitvaras;"AITVARIUKAI (ALERG.)";1373644499;Taip;0;18;0;18
65;Aitvaras;"AITVARIUKAI (ALERG.)";4814157513;Taip;0;22;0;22
66;Aitvaras;"AITVARIUKAI (ALERG.)";3108983162;Taip;0;12;0;12
67;Aitvaras;"AITVARIUKAI (ALERG.)";6495691738;Taip;0;16;0;16
68;Aitvaras;"AITVARIUKAI (ALERG.)";5804395503;Taip;0;11;0;11
69;Aitvaras;"AITVARIUKAI (ALERG.)";1749761480;Taip;0;1;0;1
70;Aitvaras;"AITVARIUKAI (ALERG.)";8786314303;Taip;0;18;0;18
