Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;4;0;4
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;3;0;3
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;5;0;5
4;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Ne;0;7;0;7
5;Aitvaras;"VIJURKAI (ALERG.)";1532588441;Ne;0;1;0;1
6;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;19;0;0;19
7;Aitvaras;"VIJURKAI (ALERG.)";1347364985;Ne;0;4;0;4
8;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Ne;0;5;0;5
9;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;5;6;0;11
10;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Ne;19;0;0;19
11;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;3;4;0;7
12;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;0;4;0;4
13;Aitvaras;"VIJURKAI (ALERG.)";2895663259;Ne;1;3;0;4
14;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Ne;0;4;1;5
15;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;0;15;0;15
16;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Ne;2;4;0;6
17;Aitvaras;"VIJURKAI (ALERG.)";9807784148;Ne;0;4;1;5
18;Aitvaras;"VIJURKAI (ALERG.)";8641433486;Ne;0;6;0;6
19;Aitvaras;"VIJURKAI (ALERG.)";5619137905;Ne;0;4;0;4
20;Aitvaras;"SMALSUČIAI (ALERG.)";7109001184;Ne;1;4;0;5
21;Aitvaras;"SMALSUČIAI (ALERG.)";4114397590;Ne;0;6;0;6
22;Aitvaras;"SMALSUČIAI (ALERG.)";2357399981;Ne;1;6;0;7
23;Aitvaras;"SMALSUČIAI (ALERG.)";2760970218;Ne;0;1;0;1
24;Aitvaras;"SMALSUČIAI (ALERG.)";8666824607;Ne;0;5;0;5
25;Aitvaras;"SMALSUČIAI (ALERG.)";5378212904;Ne;4;4;0;8
26;Aitvaras;"SMALSUČIAI (ALERG.)";5238819066;Ne;0;4;0;4
27;Aitvaras;"SMALSUČIAI (ALERG.)";4564723798;Ne;2;0;1;3
28;Aitvaras;"SMALSUČIAI (ALERG.)";4176681907;Ne;0;13;0;13
29;Aitvaras;"SMALSUČIAI (ALERG.)";3655710511;Ne;6;5;0;11
30;Aitvaras;"SMALSUČIAI (ALERG.)";7260577885;Ne;0;4;0;4
