Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";3923601422;Taip;0;4;0;4
2;Aitvaras;"VIJURKAI (ALERG.)";7745736525;Taip;0;4;0;4
3;Aitvaras;"VIJURKAI (ALERG.)";8300788433;Taip;0;14;0;14
4;Aitvaras;"VIJURKAI (ALERG.)";9209862610;Taip;0;3;0;3
5;Aitvaras;"VIJURKAI (ALERG.)";6191938291;Taip;0;13;0;13
6;Aitvaras;"VIJURKAI (ALERG.)";7006713502;Taip;0;1;0;1
7;Aitvaras;"VIJURKAI (ALERG.)";2975696317;Taip;0;6;0;6
8;Aitvaras;"VIJURKAI (ALERG.)";1131690624;Taip;0;4;0;4
9;Aitvaras;"VIJURKAI (ALERG.)";3891067128;Taip;0;7;0;7
10;Aitvaras;"VIJURKAI (ALERG.)";8352951885;Taip;0;2;0;2
11;Aitvaras;"VIJURKAI (ALERG.)";5255843693;Taip;0;2;0;2
12;Aitvaras;"VIJURKAI (ALERG.)";5593105541;Taip;0;5;0;5
13;Aitvaras;"VIJURKAI (ALERG.)";8963214183;Taip;0;2;0;2
14;Aitvaras;"VIJURKAI (ALERG.)";4371233140;Taip;0;2;0;2
15;Aitvaras;"VIJURKAI (ALERG.)";8458676611;Taip;0;12;0;12
16;Aitvaras;"VIJURKAI (ALERG.)";9810208704;Taip;0;6;0;6
17;Aitvaras;"VIJURKAI (ALERG.)";7744650973;Taip;0;4;0;4
18;Aitvaras;"VIJURKAI (ALERG.)";2373509019;Taip;0;4;0;4
19;Aitvaras;"VIJURKAI (ALERG.)";2624566766;Taip;0;15;0;15
20;Aitvaras;"SMALSUČIAI (ALERG.)";2744696131;Taip;0;5;0;5
21;Aitvaras;"SMALSUČIAI (ALERG.)";7136674662;Taip;0;6;0;6
22;Aitvaras;"SMALSUČIAI (ALERG.)";5283056036;Taip;0;5;0;5
23;Aitvaras;"SMALSUČIAI (ALERG.)";9271534775;Taip;0;11;0;11
24;Aitvaras;"SMALSUČIAI (ALERG.)";2231465856;Taip;0;10;0;10
25;Aitvaras;"SMALSUČIAI (ALERG.)";5635576679;Taip;0;2;0;2
26;Aitvaras;"SMALSUČIAI (ALERG.)";4377666052;Taip;0;5;0;5
27;Aitvaras;"SMALSUČIAI (ALERG.)";5623106419;Taip;0;1;0;1
28;Aitvaras;"SMALSUČIAI (ALERG.)";7113016866;Taip;0;5;0;5
29;Aitvaras;"SMALSUČIAI (ALERG.)";7988247429;Taip;0;3;0;3
30;Aitvaras;"SMALSUČIAI (ALERG.)";5351333397;Taip;0;2;0;2
31;Aitvaras;"SMALSUČIAI (ALERG.)";3635354769;Taip;0;8;0;8
32;Aitvaras;"SMALSUČIAI (ALERG.)";8333823078;Taip;0;5;0;5
33;Aitvaras;"SMALSUČIAI (ALERG.)";5102163688;Taip;0;8;0;8
34;Aitvaras;"SMALSUČIAI (ALERG.)";3653879553;Taip;0;7;0;7
35;Aitvaras;"SMALSUČIAI (ALERG.)";3851322849;Taip;0;2;0;2
36;Aitvaras;"SMALSUČIAI (ALERG.)";3491483644;Taip;0;4;0;4
37;Aitvaras;"SMALSUČIAI (ALERG.)";4089939292;Taip;0;1;0;1
38;Aitvaras;"SMALSUČIAI (ALERG.)";4954780185;Taip;0;2;0;2
39;Aitvaras;"SMALSUČIAI (ALERG.)";1422512320;Taip;0;9;0;9
40;Aitvaras;PADAUŽIUKAI;2871973045;Taip;0;5;0;5
41;Aitvaras;PADAUŽIUKAI;4613021421;Taip;0;6;0;6
42;Aitvaras;PADAUŽIUKAI;2887681961;Taip;0;10;0;10
43;Aitvaras;PADAUŽIUKAI;9218287162;Taip;0;5;0;5
44;Aitvaras;PADAUŽIUKAI;4760801928;Taip;0;4;0;4
45;Aitvaras;PADAUŽIUKAI;7181317805;Taip;0;0;1;1
46;Aitvaras;PADAUŽIUKAI;5093291829;Taip;0;6;0;6
47;Aitvaras;PADAUŽIUKAI;8746884740;Taip;0;5;0;5
48;Aitvaras;PADAUŽIUKAI;4163871634;Taip;0;7;0;7
49;Aitvaras;PADAUŽIUKAI;3988226974;Taip;0;7;0;7
50;Aitvaras;PADAUŽIUKAI;3741082567;Taip;0;7;0;7
51;Aitvaras;PADAUŽIUKAI;1070324386;Taip;0;7;0;7
52;Aitvaras;PADAUŽIUKAI;1599296739;Taip;0;10;0;10
53;Aitvaras;PADAUŽIUKAI;2239387580;Taip;0;5;0;5
54;Aitvaras;PADAUŽIUKAI;9949206639;Taip;0;8;0;8
55;Aitvaras;PADAUŽIUKAI;6119148164;Taip;0;10;0;10
56;Aitvaras;PADAUŽIUKAI;1132972254;Taip;0;3;0;3
57;Aitvaras;PADAUŽIUKAI;5308153768;Taip;0;11;0;11
