Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";1795308718;Taip;0;1;0;1
2;Aitvaras;"VIJURKAI (ALERG.)";9649742132;Taip;0;2;0;2
3;Aitvaras;"VIJURKAI (ALERG.)";84922258988;Taip;0;10;0;10
4;Aitvaras;"VIJURKAI (ALERG.)";1201862001;Ne;17;0;0;17
5;Aitvaras;"VIJURKAI (ALERG.)";8970519668;Ne;0;10;0;10
6;Aitvaras;"VIJURKAI (ALERG.)";1600657305;Taip;0;5;0;5
7;Aitvaras;"VIJURKAI (ALERG.)";1621302802;Taip;0;6;0;6
8;Aitvaras;"VIJURKAI (ALERG.)";94080483856;Taip;0;1;2;3
9;Aitvaras;"VIJURKAI (ALERG.)";5083382326;Taip;0;1;0;1
10;Aitvaras;"VIJURKAI (ALERG.)";1773366241;Taip;1;0;0;1
11;Aitvaras;"VIJURKAI (ALERG.)";1553462849;Taip;3;7;0;10
12;Aitvaras;"VIJURKAI (ALERG.)";1398792964;Ne;0;6;0;6
13;Aitvaras;"VIJURKAI (ALERG.)";2159901439;Taip;0;9;0;9
14;Aitvaras;"VIJURKAI (ALERG.)";8366627546;Taip;0;3;0;3
15;Aitvaras;"VIJURKAI (ALERG.)";1481849611;Taip;0;0;2;2
16;Aitvaras;"VIJURKAI (ALERG.)";1090979323;Taip;2;0;3;5
17;Aitvaras;"SMALSUČIAI (ALERG.)";85826303673;Ne;0;2;0;2
18;Aitvaras;"SMALSUČIAI (ALERG.)";7592535089;Taip;0;2;0;2
19;Aitvaras;"SMALSUČIAI (ALERG.)";9845539641;Ne;7;4;0;11
20;Aitvaras;"SMALSUČIAI (ALERG.)";44139920757;Ne;4;1;0;5
21;Aitvaras;"SMALSUČIAI (ALERG.)";4708741626;Taip;0;2;0;2
22;Aitvaras;"SMALSUČIAI (ALERG.)";1301667420;Ne;0;7;0;7
23;Aitvaras;"SMALSUČIAI (ALERG.)";47686798724;Taip;0;2;5;7
