Nr.;"Darželio pavadinimas";"Grupės pavadinimas";"Vaiko Identifikacinis Nr.";"Deklaruotas mieste";"Pateisintos dėl ligos";"Pateisintos dėl kitų priežasčių";"Nepateisintos dienos";"Praleistos dienos Viso"
1;Aitvaras;"VIJURKAI (ALERG.)";6936031222;Ne;0;5;0;5
2;Aitvaras;"VIJURKAI (ALERG.)";6214880713;Ne;0;15;0;15
3;Aitvaras;"VIJURKAI (ALERG.)";2566375128;Ne;0;22;0;22
4;Aitvaras;"VIJURKAI (ALERG.)";1879540041;Ne;0;23;0;23
5;Aitvaras;"VIJURKAI (ALERG.)";1532588441;Ne;0;8;0;8
6;Aitvaras;"VIJURKAI (ALERG.)";8206046301;Ne;0;6;0;6
7;Aitvaras;"VIJURKAI (ALERG.)";1347364985;Ne;0;23;0;23
8;Aitvaras;"VIJURKAI (ALERG.)";9157794193;Ne;0;23;0;23
9;Aitvaras;"VIJURKAI (ALERG.)";9562494357;Ne;0;23;0;23
10;Aitvaras;"VIJURKAI (ALERG.)";6021342178;Ne;0;23;0;23
11;Aitvaras;"VIJURKAI (ALERG.)";2650483861;Ne;0;15;0;15
12;Aitvaras;"VIJURKAI (ALERG.)";2601983670;Ne;0;23;0;23
13;Aitvaras;"VIJURKAI (ALERG.)";2895663259;Ne;0;4;0;4
14;Aitvaras;"VIJURKAI (ALERG.)";3570820823;Ne;0;7;0;7
15;Aitvaras;"VIJURKAI (ALERG.)";6444377924;Ne;0;16;0;16
16;Aitvaras;"VIJURKAI (ALERG.)";4702400490;Ne;0;23;0;23
17;Aitvaras;"SMALSUČIAI (ALERG.)";4868552034;Ne;0;6;0;6
18;Aitvaras;"SMALSUČIAI (ALERG.)";6166757095;Ne;0;23;0;23
19;Aitvaras;"SMALSUČIAI (ALERG.)";4480921300;Ne;0;17;0;17
20;Aitvaras;"SMALSUČIAI (ALERG.)";1019661577;Ne;0;5;0;5
21;Aitvaras;"SMALSUČIAI (ALERG.)";5750154036;Ne;0;5;0;5
22;Aitvaras;"SMALSUČIAI (ALERG.)";6084096300;Ne;0;23;0;23
23;Aitvaras;"SMALSUČIAI (ALERG.)";5330618557;Ne;0;20;0;20
24;Aitvaras;"SMALSUČIAI (ALERG.)";9745864667;Ne;0;23;0;23
25;Aitvaras;"SMALSUČIAI (ALERG.)";9810370596;Ne;0;1;0;1
26;Aitvaras;"SMALSUČIAI (ALERG.)";1954364886;Ne;0;17;0;17
27;Aitvaras;"SMALSUČIAI (ALERG.)";3535659630;Ne;0;1;0;1
28;Aitvaras;"SMALSUČIAI (ALERG.)";4833313373;Ne;0;16;0;16
29;Aitvaras;"SMALSUČIAI (ALERG.)";24247118884;Ne;0;23;0;23
30;Aitvaras;"SMALSUČIAI (ALERG.)";5504431748;Ne;0;5;0;5
31;Aitvaras;"SMALSUČIAI (ALERG.)";5389627560;Ne;0;10;0;10
32;Aitvaras;"SMALSUČIAI (ALERG.)";2953536545;Ne;0;22;0;22
33;Aitvaras;"SMALSUČIAI (ALERG.)";5956333024;Ne;0;11;0;11
34;Aitvaras;"SMALSUČIAI (ALERG.)";5595233402;Ne;0;12;0;12
35;Aitvaras;PADAUŽIUKAI;1494094426;Ne;0;23;0;23
36;Aitvaras;PADAUŽIUKAI;9332771711;Ne;0;13;0;13
37;Aitvaras;PADAUŽIUKAI;5818794912;Ne;0;17;0;17
38;Aitvaras;PADAUŽIUKAI;2034293999;Ne;0;10;0;10
39;Aitvaras;PADAUŽIUKAI;1116271183;Ne;0;9;0;9
40;Aitvaras;PADAUŽIUKAI;44046627149;Ne;0;23;0;23
41;Aitvaras;PADAUŽIUKAI;43711349817;Ne;0;4;0;4
42;Aitvaras;PADAUŽIUKAI;2804106417;Ne;0;19;0;19
43;Aitvaras;PADAUŽIUKAI;2711888522;Ne;0;19;0;19
44;Aitvaras;PADAUŽIUKAI;1996524718;Ne;0;23;0;23
45;Aitvaras;PADAUŽIUKAI;4110585744;Ne;0;4;0;4
46;Aitvaras;PADAUŽIUKAI;7469656671;Ne;0;1;0;1
47;Aitvaras;PADAUŽIUKAI;6010324894;Ne;0;22;0;22
48;Aitvaras;PADAUŽIUKAI;2408952971;Ne;0;5;0;5
49;Aitvaras;PADAUŽIUKAI;2330782717;Ne;0;11;0;11
50;Aitvaras;PADAUŽIUKAI;47875842134;Ne;0;21;0;21
51;Aitvaras;PADAUŽIUKAI;8784628567;Ne;0;23;0;23
52;Aitvaras;PADAUŽIUKAI;8503279655;Ne;0;23;0;23
53;Aitvaras;PADAUŽIUKAI;8121858940;Ne;0;11;0;11
54;Aitvaras;PADAUŽIUKAI;6951219468;Ne;0;13;0;13
55;Aitvaras;"AITVARIUKAI (ALERG.)";3639102842;Ne;0;23;0;23
56;Aitvaras;"AITVARIUKAI (ALERG.)";7243387750;Ne;0;15;0;15
57;Aitvaras;"AITVARIUKAI (ALERG.)";6587437949;Ne;0;20;0;20
58;Aitvaras;"AITVARIUKAI (ALERG.)";7461284958;Ne;0;23;0;23
59;Aitvaras;"AITVARIUKAI (ALERG.)";3394251305;Ne;0;13;0;13
60;Aitvaras;"AITVARIUKAI (ALERG.)";6459307767;Ne;0;16;0;16
61;Aitvaras;"AITVARIUKAI (ALERG.)";5635576679;Ne;0;6;0;6
62;Aitvaras;"AITVARIUKAI (ALERG.)";7988247429;Ne;0;1;0;1
63;Aitvaras;"AITVARIUKAI (ALERG.)";8770777328;Ne;0;18;0;18
64;Aitvaras;"AITVARIUKAI (ALERG.)";3653879553;Ne;0;10;0;10
65;Aitvaras;"AITVARIUKAI (ALERG.)";9721273154;Ne;0;23;0;23
66;Aitvaras;"AITVARIUKAI (ALERG.)";5103105065;Ne;0;23;0;23
67;Aitvaras;"AITVARIUKAI (ALERG.)";8543644000;Ne;0;18;0;18
68;Aitvaras;"AITVARIUKAI (ALERG.)";1859647003;Ne;0;12;0;12
69;Aitvaras;"AITVARIUKAI (ALERG.)";4204923580;Ne;0;18;0;18
70;Aitvaras;"AITVARIUKAI (ALERG.)";4777266938;Ne;0;23;0;23
